img_id,xmin,xmax,ymin,ymax,score
1.0,37.62483298778534,40.0,19.57515325397253,19.98382318066433,0.9310752153396606
4.0,36.384263038635254,40.0,15.167768597602844,16.79218351840973,0.9999922513961792
4.0,14.140503406524658,18.46219301223755,15.609415769577026,17.252319157123566,0.9906258583068848
6.0,18.16568613052368,21.51031494140625,10.5540132522583,14.830241203308105,0.9999675750732422
6.0,36.41318529844284,39.97759952675551,12.141423225402832,14.857617616653442,0.9999617338180542
8.0,6.283941268920898,10.37498950958252,-0.09385108947753906,2.5906050205230713,0.999997615814209
8.0,12.657175064086914,16.995561122894287,-2.396519184112549,0.4398000240325928,0.9999966621398926
8.0,4.815776348114014,8.679251670837402,-5.454156398773193,-2.8112411499023438,0.9999948740005493
8.0,2.0649242401123047,6.022346019744873,1.389225721359253,4.189516305923462,0.9999871253967285
15.0,2.3790669441223145,6.362495422363281,1.8293702602386475,3.6436891555786133,0.9999949932098389
19.0,8.456883430480957,12.096853256225586,-3.6620116233825684,-2.0422959327697754,0.9999984502792358
19.0,33.46715271472931,37.29824662208557,-2.997610569000244,-1.1510372161865234,0.9918951392173767
20.0,13.654279708862305,17.72754430770874,-3.657090663909912,-1.7950034141540527,0.9999988079071045
21.0,16.612548828125,20.75289249420166,1.5452122688293457,3.3460605144500732,0.9999816417694092
21.0,7.552244663238525,9.296574592590332,7.511318922042847,11.946721076965332,0.9999598264694214
21.0,11.792340278625488,15.691986083984375,2.066701650619507,3.819841146469116,0.9999556541442871
21.0,24.39665913581848,28.25777292251587,-6.197652816772461,-4.5609354972839355,0.9999176263809204
21.0,25.14102816581726,29.042282104492188,0.7801878452301025,2.548031806945801,0.9999097585678101
21.0,30.019041895866394,34.01686429977417,0.41735172271728516,2.077021598815918,0.9998201727867126
21.0,20.639103651046753,22.572380304336548,-12.53469705581665,-8.264806270599365,0.9875600934028625
23.0,36.059986650943756,39.944680789485574,19.599725119769573,19.9662300106138,0.9084762334823608
24.0,34.899665117263794,39.22838285565376,2.4259114265441895,4.45736289024353,0.9999501705169678
25.0,9.00578260421753,12.88480520248413,1.1386692523956299,2.9867923259735107,0.9999970197677612
25.0,1.9942665100097656,5.816233158111572,2.1225523948669434,3.822476863861084,0.99998939037323
25.0,23.577792644500732,25.46351909637451,3.073800802230835,6.992462873458862,0.9999686479568481
25.0,1.963944435119629,4.829466342926025,-3.459455966949463,-1.5427732467651367,0.9999645948410034
